issue_id,design_decisions,parent_id,summary,issue_type,status,priority,resolution,created,updated,resolved,comment_count,downloaded_comment_count,downloaded_human_comment_count,attachment_count
MAPREDUCE-479,True False False,,Add reduce ID to shuffle clienttrace,Improvement,Closed,Minor,Fixed,2009-06-11T20:49:40.615+0000,2010-08-24T21:13:44.818+0000,2009-08-24T03:53:38.779+0000,35,35,32,6
MAPREDUCE-478,True False False,,separate jvm param for mapper and reducer,Improvement,Closed,Minor,Fixed,2009-04-15T20:15:19.735+0000,2012-01-12T06:48:39.248+0000,2009-08-17T03:57:36.528+0000,24,24,21,11
MAPREDUCE-462,True False False,,"Multiple, generic InputFormats for MapReduce",Improvement,Open,Minor,,2008-08-08T07:00:38.782+0000,2009-06-20T07:57:24.998+0000,,0,0,0,0
MAPREDUCE-460,False True False,,"Should be able to re-run jobs, collecting only missing output",New Feature,Reopened,Major,,2006-05-17T01:10:21.000+0000,2014-07-18T04:56:12.663+0000,,5,5,5,0
MAPREDUCE-459,False True False,,Elegant decommission of lighty loaded tasktrackers from a map-reduce cluster,New Feature,Resolved,Major,Incomplete,2009-06-19T00:37:12.683+0000,2014-07-22T21:48:37.933+0000,2014-07-22T21:48:37.903+0000,7,7,7,0
MAPREDUCE-458,True True False,,Adding caching to Hadoop which is independent of the task trackers.,New Feature,Resolved,Minor,Not A Problem,2006-08-12T00:01:01.000+0000,2012-01-16T09:51:44.193+0000,2012-01-16T09:51:44.155+0000,3,3,3,0
MAPREDUCE-457,True True False,,Ability to pause/resume tasks,New Feature,Open,Minor,,2008-07-03T15:13:59.733+0000,2014-07-18T17:37:10.463+0000,,9,9,9,1
MAPREDUCE-453,True True False,,Provide more flexibility in the way tasks are run,New Feature,Resolved,Minor,Duplicate,2008-07-01T10:45:23.427+0000,2012-06-17T05:01:13.464+0000,2012-06-17T04:59:59.649+0000,20,20,20,2
MAPREDUCE-452,True True False,,tasktracker checkpointing capability,New Feature,Resolved,Minor,Fixed,2007-05-23T00:24:41.397+0000,2014-07-17T17:12:19.246+0000,2014-07-17T17:12:19.195+0000,2,2,2,0
MAPREDUCE-448,True False False,,Facility to connect back to a job from the command line. ,New Feature,Resolved,Minor,Won't Fix,2008-03-27T04:52:01.482+0000,2014-07-17T21:49:02.599+0000,2014-07-17T21:49:02.547+0000,3,3,3,0
MAPREDUCE-447,True False False,,Add Serialization for RecordIO,New Feature,Resolved,Minor,Invalid,2008-09-18T03:17:38.935+0000,2014-07-18T23:39:37.655+0000,2014-07-18T23:39:37.632+0000,6,6,6,2
MAPREDUCE-445,True True False,,Web service interface to the JobTracker,New Feature,Resolved,Major,Duplicate,2009-05-13T19:22:17.391+0000,2013-05-02T02:29:25.692+0000,2012-07-10T16:53:41.001+0000,6,6,6,0
MAPREDUCE-443,True False False,,snapshot a map-reduce to DFS ... and restore,New Feature,Resolved,Minor,Duplicate,2006-03-17T12:26:20.000+0000,2014-07-18T17:37:10.472+0000,2014-07-18T17:36:26.219+0000,3,3,3,0
MAPREDUCE-388,False True False,,pipes combiner has a large memory footprint,Bug,Resolved,Major,Incomplete,2009-06-18T20:00:34.128+0000,2014-07-22T21:48:05.648+0000,2014-07-22T21:48:05.620+0000,2,2,2,0
MAPREDUCE-381,True False False,MAPREDUCE-378,Add framework hooks to get the running/completed/pending tasks for a given job. Add a way to query the list of currently active tasktrackers from the JobTracker.,Sub-task,Closed,Major,Fixed,2008-12-09T07:21:43.260+0000,2009-06-20T07:51:13.226+0000,2008-12-12T05:56:14.568+0000,7,7,7,2
MAPREDUCE-379,True False False,,Implement a Map-Reduce application which can be used to reliably launch speculative tasks,Test,Open,Major,,2007-11-16T07:37:23.100+0000,2013-11-03T03:11:25.987+0000,,3,3,3,0
MAPREDUCE-376,True False True,,Add serialization for Thrift,Wish,Resolved,Major,Won't Fix,2008-07-18T10:52:42.204+0000,2014-07-18T18:07:55.003+0000,2014-07-18T18:07:54.934+0000,20,20,20,3
MAPREDUCE-353,False True False,,Allow shuffle read and connection timeouts to be configurable,Improvement,Closed,Major,Fixed,2009-05-08T09:19:48.796+0000,2010-08-24T21:13:27.160+0000,2009-07-16T09:45:54.505+0000,12,12,10,4
MAPREDUCE-350,True False False,,Generalize the SequenceFileInputFilter to apply to any InputFormat,Improvement,Resolved,Major,Invalid,2006-08-11T17:59:50.000+0000,2012-01-16T09:45:28.060+0000,2012-01-16T09:45:27.832+0000,25,25,22,3
MAPREDUCE-348,True True False,,A proposal to merge common functionality of various Schedulers,Improvement,Resolved,Major,Won't Fix,2009-02-09T12:23:31.342+0000,2014-07-21T19:48:40.432+0000,2014-07-21T19:48:40.402+0000,8,8,8,2
MAPREDUCE-189,True False False,MAPREDUCE-563,Change Map-Reduce framework to use JAAS instead of UGI,Sub-task,Resolved,Major,Incomplete,2008-12-12T02:35:35.457+0000,2014-07-21T17:16:04.936+0000,2014-07-21T17:16:04.895+0000,1,1,1,0
MAPREDUCE-339,False True False,,JobTracker should give preference to failed tasks over virgin tasks so as to terminate the job ASAP if it is eventually going to fail. ,Improvement,Open,Major,,2009-06-01T12:52:55.975+0000,2010-07-21T06:49:51.281+0000,,7,7,7,2
MAPREDUCE-335,True True False,,Reducer inputs should be spilled to HDFS rather than local disk.,Improvement,Open,Major,,2009-02-20T18:14:33.315+0000,2009-06-20T07:51:09.846+0000,,10,10,10,0
MAPREDUCE-333,True True False,,Implement a memory-to-memory sort in the map task,Improvement,Open,Major,,2009-05-19T07:18:41.094+0000,2009-06-20T07:51:09.778+0000,,0,0,0,0
MAPREDUCE-332,True False False,,"When assigning tasks to trackers, the job tracker should try to balance the number of tasks among the available trackers",Improvement,Resolved,Major,Incomplete,2008-06-26T22:16:13.908+0000,2014-07-18T17:29:07.960+0000,2014-07-18T17:29:07.911+0000,6,6,6,0
MAPREDUCE-331,False True False,,Make jobtracker resilient to memory issues,Improvement,Resolved,Major,Fixed,2009-01-02T08:28:56.168+0000,2014-07-21T17:53:57.222+0000,2014-07-21T17:53:57.195+0000,2,2,2,0
MAPREDUCE-326,True True False,,The lowest level map-reduce APIs should be byte oriented,Improvement,Open,Major,,2007-12-14T17:03:22.790+0000,2010-02-16T21:36:56.840+0000,,68,68,68,2
MAPREDUCE-323,False True False,,Improve the way job history files are managed,Bug,Resolved,Critical,Fixed,2008-11-17T07:48:11.056+0000,2016-02-11T23:09:14.943+0000,2011-09-07T08:35:47.920+0000,67,67,65,5
MAPREDUCE-320,True False False,,Map/Reduce should use IP addresses to identify nodes rather than hostnames,Improvement,Open,Major,,2007-06-12T20:52:25.927+0000,2014-07-17T17:19:13.180+0000,,1,1,1,0
MAPREDUCE-317,False True False,,Submitting job information via DFS in Map/Reduce causing consistency and performance issues,Improvement,Resolved,Major,Incomplete,2009-02-27T13:59:40.344+0000,2014-07-21T21:14:23.196+0000,2014-07-21T21:14:23.170+0000,2,2,2,0
MAPREDUCE-314,True True False,,Avoid priority inversion that could result due to scheduling running jobs in an order sorted by priority,Improvement,Resolved,Major,Fixed,2008-10-31T07:20:09.172+0000,2014-07-21T16:44:47.768+0000,2014-07-21T16:44:47.740+0000,1,1,1,0
MAPREDUCE-302,True False False,,Maintaining cluster information across multiple job submissions,Improvement,Open,Major,,2008-01-22T17:16:52.189+0000,2014-07-17T19:47:00.839+0000,,14,14,14,0
MAPREDUCE-300,False True False,,Ability to thread task execution,Improvement,Resolved,Major,Not A Problem,2008-03-10T22:48:24.029+0000,2014-07-17T21:39:21.354+0000,2014-07-17T21:39:21.313+0000,5,5,5,0
MAPREDUCE-298,True False False,,multi-threaded merge phase,Improvement,Open,Major,,2008-11-26T02:50:11.461+0000,2014-07-19T00:20:06.520+0000,,1,1,1,0
MAPREDUCE-297,True True False,,generalize the TT / JT servers to handle more generic tasks,Improvement,Resolved,Major,Duplicate,2007-12-26T21:22:30.514+0000,2013-05-02T02:29:11.941+0000,2012-06-17T10:55:36.485+0000,6,6,6,0
MAPREDUCE-292,False True False,,Pin reduces with consecutive IDs to nodes and have a single shuffle task per job per node,Improvement,Open,Major,,2008-01-09T20:15:43.836+0000,2009-06-20T07:51:07.035+0000,,6,6,6,0
MAPREDUCE-291,True False False,,Optionally a separate daemon should serve JobHistory,Improvement,Resolved,Major,Fixed,2009-01-20T09:28:41.787+0000,2014-07-21T18:13:44.789+0000,2014-07-21T18:13:44.757+0000,30,30,30,7
MAPREDUCE-285,True True False,,Reuse output collectors across maps running on the same jvm,Improvement,Open,Major,,2009-05-14T07:17:02.452+0000,2009-06-20T07:51:06.372+0000,,3,3,3,0
MAPREDUCE-283,True False False,,We should reuse key and value objects in the MultithreadedMapRunner.,Improvement,Resolved,Major,Incomplete,2008-03-28T21:32:57.585+0000,2014-07-17T21:52:36.004+0000,2014-07-17T21:52:35.961+0000,1,1,1,0
MAPREDUCE-278,False True False,,Proposal for redesign/refactoring of the JobTracker and TaskTracker,Improvement,Resolved,Major,Not A Problem,2007-01-09T18:58:17.789+0000,2012-04-23T09:34:10.242+0000,2012-01-16T10:29:12.621+0000,9,9,9,3
MAPREDUCE-270,True True False,,TaskTracker could send an out-of-band heartbeat when the last running map/reduce completes,Improvement,Closed,Major,Fixed,2009-01-27T08:18:40.550+0000,2010-08-24T21:13:24.269+0000,2009-09-28T21:32:25.773+0000,16,16,12,10
MAPREDUCE-269,True False False,,"[mapred] ""bin/hadoop job -counter"" CLI should accept display names for group-name and counter-name.",Improvement,Open,Major,,2008-09-19T13:23:24.162+0000,2009-06-20T07:51:05.432+0000,,1,1,1,0
MAPREDUCE-268,False True False,,Implement memory-to-memory merge in the reduce,Improvement,Resolved,Major,Duplicate,2009-05-14T07:31:03.733+0000,2012-06-05T02:37:30.256+0000,2009-09-14T04:57:48.800+0000,2,2,2,0
MAPREDUCE-267,True True False,,Rack level copy of map outputs,Improvement,Open,Major,,2008-01-29T06:40:05.120+0000,2013-05-02T02:29:12.790+0000,,2,2,2,0
MAPREDUCE-264,True True False,,"When combiners exist, postpone mappers' spills of map output to disk until combiners are unsuccessful.",Improvement,Resolved,Critical,Won't Fix,2006-07-14T17:15:12.000+0000,2012-01-16T09:19:39.161+0000,2012-01-16T09:19:39.041+0000,8,8,8,0
MAPREDUCE-259,True True False,,Rack-aware Shuffle,Improvement,Resolved,Major,Duplicate,2007-08-16T10:58:46.739+0000,2014-07-17T17:37:47.012+0000,2014-07-17T17:37:46.962+0000,2,2,2,0
MAPREDUCE-257,True False False,,Preventing node from swapping,Improvement,Resolved,Major,Fixed,2009-05-13T08:52:18.785+0000,2014-07-22T19:35:47.774+0000,2014-07-22T19:35:47.745+0000,6,6,6,0
MAPREDUCE-240,True True False,,"Improve the shuffle phase by using the ""connection: keep-alive"" and doing batch transfers of files",Improvement,Resolved,Major,Duplicate,2007-05-08T06:17:09.594+0000,2009-09-11T04:25:08.036+0000,2009-09-11T04:25:08.038+0000,45,45,44,2
MAPREDUCE-235,True False False,,Custom Splitter for handling many small files,Improvement,Resolved,Major,Not A Problem,2008-05-14T07:31:01.547+0000,2014-07-18T05:21:37.134+0000,2014-07-18T05:21:37.071+0000,4,4,4,0
MAPREDUCE-233,True False False,,Integrate TaskTracker with the Service base class,Improvement,Resolved,Major,Incomplete,2008-07-09T16:53:15.751+0000,2014-07-18T17:48:07.990+0000,2014-07-18T17:48:07.950+0000,3,3,3,2
MAPREDUCE-228,True True True,,want InputFormat and OutputFormat for zip archives,New Feature,Open,Major,,2007-04-09T18:01:24.796+0000,2011-01-20T15:32:16.823+0000,,2,2,2,0
MAPREDUCE-227,True False False,,Ability to pause/resume jobs,New Feature,Resolved,Major,Duplicate,2008-10-06T07:46:33.313+0000,2009-08-06T06:33:16.235+0000,2009-08-06T06:18:54.536+0000,11,11,11,2
MAPREDUCE-202,True False False,,should dump stacks before timing out task,New Feature,Resolved,Major,Duplicate,2006-10-26T17:33:05.000+0000,2009-11-09T04:36:20.564+0000,2009-11-09T04:36:20.566+0000,1,1,1,0
MAPREDUCE-225,True True False,,Fault tolerant Hadoop Job Tracker,New Feature,Resolved,Major,Incomplete,2008-11-04T11:23:27.103+0000,2014-07-18T22:27:11.529+0000,2014-07-18T22:27:11.366+0000,32,32,32,5
MAPREDUCE-222,True True False,,Shuffle should be refactored to a separate task by itself,New Feature,Open,Major,,2007-05-08T06:23:50.863+0000,2009-12-01T05:53:34.377+0000,,2,2,2,0
MAPREDUCE-221,True False False,,Generic 'Sort' Infrastructure for Map-Reduce framework.,New Feature,Resolved,Major,Incomplete,2006-07-06T12:57:13.000+0000,2012-01-16T09:16:08.818+0000,2012-01-16T09:16:08.343+0000,3,3,3,0
MAPREDUCE-220,True True False,,Collecting cpu and memory usage for MapReduce tasks,New Feature,Closed,Major,Fixed,2009-04-27T23:19:54.295+0000,2013-05-02T02:29:34.092+0000,2010-08-20T17:42:45.147+0000,62,62,58,12
MAPREDUCE-215,True True False,,"Improve facilities for job-control, job-queues etc.",New Feature,Resolved,Major,Fixed,2007-12-21T21:20:13.017+0000,2014-07-17T19:19:08.447+0000,2014-07-17T19:19:08.406+0000,8,8,8,0
MAPREDUCE-214,True False False,,Concrete implementation of MultiFileInputFormat ,New Feature,Open,Major,,2008-11-28T16:23:01.756+0000,2013-05-02T02:29:18.592+0000,,2,2,2,1
MAPREDUCE-212,True False False,,want InputFormat for task logs,New Feature,Resolved,Major,Won't Fix,2007-04-03T18:00:03.003+0000,2014-07-18T05:06:42.731+0000,2014-07-18T05:06:42.602+0000,4,4,4,2
MAPREDUCE-211,True True False,,Provide a node health check script and run it periodically to check the node health status,New Feature,Closed,Major,Fixed,2009-03-12T15:18:12.349+0000,2010-08-24T21:13:21.886+0000,2009-06-30T14:01:11.511+0000,79,79,78,22
MAPREDUCE-210,True False False,,want InputFormat for zip files,New Feature,In Progress,Major,,2007-08-31T19:01:32.063+0000,2021-06-03T05:56:54.809+0000,,34,34,33,1
MAPREDUCE-209,True False False,,Support for metrics aggregation module in JobTracker,New Feature,Resolved,Major,Fixed,2007-09-18T20:58:50.675+0000,2014-07-17T17:58:33.048+0000,2014-07-17T17:58:33.016+0000,1,1,1,0
MAPREDUCE-207,True False False,,Computing Input Splits on the MR Cluster,New Feature,Open,Major,,2009-06-14T22:46:22.837+0000,2019-03-05T13:59:33.690+0000,,31,31,25,6
MAPREDUCE-206,True True False,,Implement a generic DFA ,New Feature,Open,Major,,2007-05-20T19:31:48.329+0000,2009-06-20T07:51:01.049+0000,,3,3,3,1
MAPREDUCE-205,True False False,,"Add ability to send ""signals"" to jobs and tasks",New Feature,Reopened,Major,,2006-08-29T20:06:37.000+0000,2016-10-22T22:20:55.703+0000,,11,11,11,0
MAPREDUCE-204,False True False,,ability to configure gap/lag parameters for speculative execution for maps/reduces,New Feature,Reopened,Major,,2008-01-31T01:52:30.955+0000,2009-06-20T07:51:00.894+0000,,4,4,4,0
MAPREDUCE-182,True False False,,Text class constructor and setCopacity method,Bug,Open,Major,,2006-10-25T23:39:23.000+0000,2012-01-16T10:12:48.678+0000,,0,0,0,0
MAPREDUCE-181,True True False,MAPREDUCE-563,Secure job submission ,Sub-task,Closed,Major,Fixed,2008-06-17T06:08:48.038+0000,2010-08-24T21:13:21.003+0000,2009-12-21T17:38:46.782+0000,76,76,70,18
MAPREDUCE-178,True False False,,Inconsistency in handling lost trackers upon jobtracker restart,Bug,Resolved,Major,Invalid,2009-02-24T10:54:59.312+0000,2009-10-07T10:27:52.457+0000,2009-10-07T10:27:52.471+0000,2,2,2,0
MAPREDUCE-175,False True False,,"Sometimes, Reduce tasks hang， State is unassigned",Bug,Resolved,Major,Incomplete,2009-03-05T06:36:05.916+0000,2014-07-21T21:29:52.010+0000,2014-07-21T21:29:51.982+0000,6,6,6,0
MAPREDUCE-162,True False False,,[mapred] Change TaskMemoryManager to use JvmIDs instead of TaskIDs for memory-tracking.,Bug,Resolved,Major,Won't Fix,2008-09-19T12:46:49.308+0000,2014-07-18T23:41:38.281+0000,2014-07-18T23:41:38.262+0000,1,1,1,0
MAPREDUCE-155,True False False,,Each task tracker should not execute more than one speculative task,Bug,Resolved,Major,Incomplete,2007-11-09T17:39:48.184+0000,2014-07-17T18:24:51.564+0000,2014-07-17T18:24:51.534+0000,1,1,1,0
MAPREDUCE-150,True False False,,speculative reduce should touch output files only through OutputFormat,Bug,Open,Major,,2007-05-22T18:47:37.962+0000,2009-06-20T07:50:57.242+0000,,1,1,1,0
MAPREDUCE-138,True False False,,Rework job-setup and job-cleanup tasks,Bug,Resolved,Major,Won't Fix,2008-10-15T21:05:27.408+0000,2014-07-19T19:00:49.833+0000,2014-07-19T19:00:49.806+0000,5,5,5,0
MAPREDUCE-101,True False False,,Deserialize interface to support mechanism for supporting progress method in RecordReader,Bug,Open,Major,,2008-09-12T17:54:57.787+0000,2009-06-20T07:50:53.969+0000,,0,0,0,0
MAPREDUCE-93,True False False,,Job Tracker should prefer input-splits from overloaded racks,Bug,Open,Major,,2007-10-09T14:08:10.200+0000,2009-06-20T07:50:53.155+0000,,12,12,12,0
MAPREDUCE-56,False True False,,Client recovery from Job tracker restarts and connectivity failures,Bug,Resolved,Major,Not A Problem,2009-01-16T02:33:37.715+0000,2011-12-31T09:40:20.203+0000,2011-12-31T09:40:20.156+0000,1,1,1,0
MAPREDUCE-29,True True False,,JVM reuse across task types,Bug,Resolved,Major,Invalid,2009-03-06T11:41:54.428+0000,2011-12-31T09:12:14.834+0000,2011-12-31T09:12:14.738+0000,3,3,3,1
MAPREDUCE-11,True False False,,Cleanup JobHistory file naming to do with job recovery,Bug,Resolved,Major,Invalid,2009-05-28T02:57:30.853+0000,2009-10-05T06:25:56.584+0000,2009-10-05T06:25:56.587+0000,5,5,5,1
MAPREDUCE-5907,False True False,,Improve getSplits() performance for fs implementations that can utilize performance gains from recursive listing,Improvement,Patch Available,Major,,2014-05-28T19:54:44.242+0000,2022-01-05T17:16:05.696+0000,,29,29,17,3
MAPREDUCE-7341,True True False,,Add a task-manifest output committer for Azure and GCS,New Feature,Resolved,Major,Fixed,2021-04-30T10:49:19.584+0000,2024-01-01T19:33:49.703+0000,2022-03-17T11:50:49.019+0000,2,2,2,0
MAPREDUCE-7290,True False False,,ShuffleHeader should be compatible between client&server when rolling update,Improvement,Patch Available,Major,,2020-08-07T03:39:08.148+0000,2025-12-12T00:24:32.762+0000,,6,6,1,2
MAPREDUCE-7370,False True False,,Parallelize MultipleOutputs#close call,Improvement,Resolved,Major,Fixed,2021-11-29T18:44:22.442+0000,2024-02-11T10:54:50.380+0000,2022-10-06T23:19:31.353+0000,39,39,1,0
MAPREDUCE-7403,True False False,,Support spark dynamic partitioning in the Manifest Committer,Bug,Resolved,Major,Fixed,2022-08-09T14:14:54.159+0000,2022-09-09T16:06:08.920+0000,2022-08-24T10:25:05.529+0000,17,17,2,0
MAPREDUCE-7406,True True False,,Add aggregated webservice endpoints to fetch all tasks including their attempts,New Feature,In Progress,Major,,2022-08-18T21:00:32.321+0000,2025-11-04T00:23:05.203+0000,,10,10,0,0
MAPREDUCE-7432,True False False,,Make Manifest Committer the default for abfs and gcs,New Feature,Resolved,Major,Fixed,2023-02-09T14:37:17.642+0000,2024-01-16T08:42:35.995+0000,2023-06-27T12:57:18.915+0000,5,5,0,0
